1590,P1417,Encyclopædia Britannica Online ID,identifer for an article in the online version of Encyclopædia Britannica
1591,P1418,orbits completed,number of orbits a spacecraft has done around a body
1160,P1419,shape,geometric shape of an object
1161,P1420,taxon synonym,synonym(s) of the taxon name (- name(s) that previously applied to the taxon)
307,P1421,GRIN URL,URL for the website GRIN
1162,P1422,Sandrart.net person ID,"identifier in the web-based edition of Joachim von Sandrart’s \"Teutscher Academie der Edlen Bau, Bild- und Mahlerey-Künste\" (1675–80)"
1592,P1423,template's main topic,primary topic of the subject template or infobox
1163,P1424,topic's main template,primary infobox or navigational template of this subject
308,P1425,ecoregion (WWF),ecoregion of the item (choose from WWF's list)
309,P1427,journey origin,"starting place of this journey, flight, voyage, trek, migration etc. (excl. spaceflight launch)"
310,P1428,Lost Art-ID,identifier in the Lost Art Internet Database
311,P1429,pet,pet that a person owns
924,P143,imported from,source of this claim's value (use only in References section)
1593,P1430,OpenPlaques subject identifier,identifier for a person or other subject in the OpenPlaques database - http://openplaques.org/
312,P1431,executive producer,executive producer of a movie or TV show
1594,P1432,b-side,song/track which is the b-side of this single
313,P1433,published in,larger work that a given work was published in
1164,P1434,describes the fictional universe,"the subject is a work describing a fictional universe, ie where the plot occurs in this universe."
1165,P1435,heritage status,the heritage status of a historical site
750,P1436,collection or exhibition size,number of items in a collection or exhibition
1595,P1437,plea,"whether a person pleaded guilty, not guilty, etc."
1596,P1438,Jewish Encyclopedia ID (Russian),identifier on the Electronic Jewish Encyclopedia (Elektronnaja Evrejskaja Entsiklopedia)
1597,P1439,Norsk filmografi ID,"identifier from Norsk filmografi, published by the National Library of Norway"
1335,P144,based on,the work(s) used as basis for subject
1166,P1440,Fide ID,identifier on the FIDE database for chess players
1167,P1441,present in work,work in which this fictional entity (Q14897293) is present. See also P:1080 for in-universe information
1598,P1442,image of grave,"picture of a person or animal's grave, gravestone or tomb"
751,P1443,score method,"qualifier of \"points/goal scored by (P1363)\""
752,P1444,journey destination,"intended destination for this journey, flight, sailing, exploration, migration etc."
1168,P1445,fictional universe described in,"to link a fictional universe with a work that describes it: <universe> \"described in the work:\" <work>"
314,P1446,number of missing,"number of people missing after an event - qualify with \"point in time (P585)\""
1599,P1447,Sports Reference ID,identifier on the website sports-reference.com
315,P1448,official name,official name of the subject in its official language(s)
1169,P1449,nickname,nickname of an entity
753,P1450,Sandbox Monolingual text,sandbox for testing the monolingual text datatype
1600,P1451,motto text,short motivation sentence associated to item (e.g. at the bottom of its coat of arms)
1601,P1453,catholic.ru identifier,identifier on the site catholic.ru
754,P1454,legal form,legal form of an organization
755,P1455,list of works,link to the article with the works of a person
1170,P1456,list of monuments,link to the list of heritage monuments in the place/area
756,P1457,absolute magnitude,absolute magnitude of an astronomic object
757,P1458,color index,color index of an astronomical object
1171,P1459,Cadw Building ID,identifier for listed buildings in Wales
758,P1460,NIEA building ID,identifier for listed buildings in Northern Ireland
759,P1461,Patientplus ID,identifier of disease at Patient UK
760,P1462,standards body,body or organisation responsible for publication and maintenance of standard
761,P1463,PRDL Author ID,identifier from Post-Reformation Digital Library
316,P1464,category for people born here,category item that groups people born in this place
1172,P1465,category for people who died here,category item for people who died in this location
762,P1466,WALS lect code,identifier for a language
1602,P1467,WALS genus code,identifier for a language genus
763,P1468,WALS family code,identifier for a language family
1603,P1469,FIFA player code,identifier for a soccer player per FIFA
764,P1470,maximum glide ratio,maximum glide ratio of an aircraft
1604,P1471,reporting mark,reporting mark for railroads in North America
317,P1472,Commons Creator page,"name of the person's creator page on Wikimedia Commons (without the prefix \"Creator\")"
1605,P1473,Nupill Literatura Digital - Author,identifier for an author from Nupill Literatura Digital
1173,P1474,Nupill Literatura Digital - Document,identifier for a document in Nupill Literatura Digital
1174,P1476,title,the title of a work
1606,P1477,birth name,"full name of a person at birth, if different from their current, generally used name (samples: John Peter Doe for Joe Doe, Ann Smith for Ann Miller)"
1175,P1478,has immediate cause,"nearest, proximate thing that directly resulted in this outcome or effect. Used in conjunction with 'has cause' (i.e. underlying cause) and 'has contributing factor'. See 'Help:Modeling causes'."
1607,P1479,has contributing factor,"thing that significantly influenced, but did not directly cause, this outcome or effect.  Used in conjunction with 'has cause' and 'has immediate cause'.  See 'Help:Modeling causes'."
765,P1480,sourcing circumstances,"qualifiers for claims: circa, misprint, presumably..."
766,P1481,vici.org ID,identifier on vici.org - archaeological atlas of antiquity
1608,P1482,Stack Exchange tag,tag on the Stack Exchange websites
767,P1483,kulturnoe-nasledie.ru ID,identifier for an item in a Russian cultural heritage register
925,P149,architectural style,architectural style of a structure or architect
460,P15,road map,map of the road
1336,P150,contains administrative territorial entity,(list of) direct subdivisions of an administrative entity
768,P1529,Glad identifier,identifier for a cultural property per the Glad database of French cultural heritage
769,P1531,parent(s) of this hybrid,null
770,P1532,country for sport,country a person represents when playing a sport
1176,P1533,family name identical to this first name,last name that is the same as a given first name. Use on items for given names.
771,P1534,end cause,qualifier for the end date property (P582)
318,P1535,used by,"person or organization that uses a given object, for buildings use P466"
1177,P1536,immediate cause of,immediate cause of this effect
1178,P1537,contributing factor of,"thing that is significantly influenced by this cause, but does not directly result from it.  See 'Help:Modeling causes' for examples and discussion."
772,P1538,number of households,aantal huishoudens binnen een geografisch object
1609,P1539,female population,количество проживающих женщин
1337,P154,logo image,"graphic mark or emblem commonly used by commercial enterprises, organizations and products"
1610,P1540,male population,количество только мужчин
1179,P1541,Cycling Quotient identifier,identifier on http://www.cqranking.com
1611,P1542,cause of,effect of this cause; inverse of has cause (P828). See 'Help:Modeling causes' for examples and discussion.
1180,P1543,monogram,image of a person's monogram
319,P1544,Federal Register Document Number,Authority file ID in the United States Federal Register
1181,P1545,series ordinal,"position of an item in its parent series, generally to be used as a qualifier"
320,P1546,motto,description of the motto of the subject
321,P1547,depends on,subject software depends on object software
773,P1548,maximum Strahler number,"highest Strahler number of a stream, creek, or river"
1182,P1549,demonym,"the demonym for people or things associated with a given place. In English, this should start with a Capital letter. Singular masculine adjective form is preferred. Add a qualifier if another form is added."
926,P155,follows,"The immediately prior item in some series of which the subject is part. Use P1365 (replaces) if the preceding item was replaced, e.g. political offices, states and there is no identity between precedent and following geographic unit"
1612,P1550,Orphanet ID,identifier in the Orpha.net database (without ORPHA prefix)
774,P1551,Exceptional heritage of Wallonia identifier,"The unique identifier of the \"Patrimoine immobilier exceptionnel de la Région wallonne\""
1183,P1552,has quality,the entity has an inherent or distinguishing non-material characteristic that cannot be migrated
1184,P1553,Yandex.Music ID,identifier on the site music.yandex.ru
1613,P1554,UBERON ID,identifier from UBERON ontology (without prefix)
1614,P1555,Executive Order number,identifier for an executive order of the US
1185,P1556,author ID,identifier of a person in the Zentralblatt MATH database
1615,P1557,manifestation of,this is the physical embodiment of a given concept
1186,P1558,tempo marking,indication about the speed or pace of a given musical piece
1616,P1559,name in native language,name of a person in their native language
15,P156,followed by,"The immediately following item in some series of which the subject is part. Use P1366 (replaced by) if the item is replaced, e.g. political offices, states"
1187,P1560,given name version for other gender,"equivalent name (with respect to the meaning of the name) in the same language: female version of a male first name, male version of a female first name. Add primarily the closest matching one"
322,P1561,number of survivors,number of people surviving an event
1188,P1562,AllMovie movie ID,identifier for a movie on the site AllMovie
1617,P1563,MacTutor id (biographies),identifier of the person's biography in the MacTutor History of Mathematics archive
775,P1564,At the Circulating Library ID,identifier in the At the Circulating Library Victorian literature database
323,P1565,Enciclopedia de la Literatura en México ID,identifier
1189,P1566,GeoNames ID,identifier in the GeoNames geographical database
776,P1567,NIS/INS code,identifier
1190,P1568,domain,subset of the input set of a function for which every value has an image
1191,P1569,number of edges,number of edges of a shape
16,P157,killed by,person who killed the subject
777,P1570,number of vertices,number of vertices of a shape
324,P1571,codomain,codomain of a function
778,P1573,BBC Genome identifier,identifier for a single episode/ programme in the BBC Genome database of Radio Times programme listings
1618,P1574,exemplar of,"property for manuscripts, autographs, incunabula, distinct printed copies"
325,P1575,RISS catalog,"union catalog of South Korea and Japan, maintained by RISS"
1619,P1576,lifestyle,"typical way of life of an individual, group, or culture"
326,P1577,Gregory–Aland–Number,Identifier for Greek manuskripts of the New Testament
327,P1578,Gmelin number,"identifier for inorganic chemical compounds, in the Gmelin database"
1192,P1579,Beilstein Registry Number,identifier for organic chemical compounds in the Beilstein database
1338,P158,seal image,image of subject's seal (emblem)
328,P1580,University of Barcelona authority ID,identifier
1193,P1581,official blog,URL to the blog of this person or organization
779,P1582,natural product of taxon,"links a natural product with its source (animal, plant, fungal, algal, etc)"
329,P1583,MalaCards ID,identifier in the Malacards database of diseases
1620,P1584,Pleiades identifier,identifier for a place in Pleiades hosted at pleiades.stoa.org
1194,P1585,Brazilian municipality code,identifier for municipalities in Brazil
330,P1586,Catalan object of cultural interest ID,"identifier in the format: \\d{1,4}-\\p{2}"
331,P1587,Slovene Cultural Heritage Register ID,identifier for a cultural monument in the Slovene Cultural Heritage Register
1621,P1588,Desa code of Indonesia,identifier
1622,P1589,deepest point,"point with lowest elevation in the country, region, city or area"
1339,P159,headquarters location,specific location where an organization's HQ is or has been situated
780,P1590,number of casualties,number of people dead or injured because of this event.  Used when precise data on number of deaths and number of injured is unavailable.
781,P1591,defendant,"person or organization accused, at a trial"
332,P1592,prosecutor,"person representing the prosecuting authority, at a trial"
782,P1593,defender,"Person representing the defendant, at a trial"
1195,P1594,judge,"Judge, magistrate or equivalent, presiding at a trial"
1623,P1595,charge,"offence with which someone is charged, at a trial"
333,P1596,penalty,"penalty passed, at a trial"
1196,P1598,consecrator,bishop who presided as consecrator or co-consecrator of this bishop
1624,P1599,Cambridge Alumni Database ID,identifier in the Cambridge Alumni Database/Alumni Cantabrigienses (ACAD)
902,P16,highway system,system of which the highway is a part
1197,P1600,code Inventari del Patrimoni Arquitectònic de Catalunya,identifier for an architectural property in Catalonia. max. 5-digit numeric
334,P1601,Esperantist ID,number in the address book of early Esperanto speakers by Zamenhof
1625,P1602,BBC Your Paintings venue identifier,"authority control identifier for venues housing art, in the UK"
783,P1603,number of cases,"the cumulative number of confirmed, probable and suspected occurrences"
784,P1604,biosafety level,level of the biocontainment precautions required to isolate dangerous biological agents
335,P1605,has natural reservoir,host species for the pathogen in which it is endemic
1198,P1606,natural reservoir of,pathogen of which this species is a long-term host
785,P1607,Dialnet author ID,identifier for an author in Dialnet
1626,P1608,Dialnet book,null
1627,P1609,Dialnet journal,null
478,P161,cast member,"production's cast members; to add the roles, use \"character role\" (P453) as qualifier"
1628,P1610,Dialnet article,null
1629,P1611,NATO code for grade,NATO Code for Grades of Military Personnel
336,P1612,Commons Institution page,"name of the institutions's page on Wikimedia Commons (without the prefix \"Institution\")"
1630,P1613,IRC channel,official IRC channel of an institution or project
786,P1614,History of Parliament ID,identifier on the History of Parliament website
337,P1615,CLARA-ID,identifier from database about women visual artists
787,P1616,SIREN number,identifer for an organization in the SIRENE register maintained by INSEE
1631,P1617,BBC Things identifer,identifier in the BBC Things database (see Q18336371)
1632,P1618,sport number,number worn on a player's uniform
788,P1619,date of official opening,"date or point in time an event, museum, theater etc. officially opened"
1340,P162,producer,"producer(s) of this film or music work (film: not executive producers, associate producers, etc.)"
338,P1620,plaintiff,the party who initiates a lawsuit
339,P1621,detail map,a map containing details about the entire location
789,P1622,drives on the,the direction that cars drive in a given country
790,P1624,MarineTraffic Port ID,identifier for a port assigned by the MarineTraffic database
340,P1625,has melody,this work has the melody of the following work
791,P1626,Thai cultural heritage ID,identifier for cultural heritage properties in Thailand
1199,P1627,Ethnologue.com code,identifier for a language in ethnologue.com
1200,P1628,equivalent property,"equivalent property in other ontologies (use in statements on properties, use property URI)"
1633,P1629,subject item of this property,item corresponding exactly to the concept represented by the property (use in statements on properties)
927,P163,flag,subject's flag
792,P1630,formatter URL,"URL-like string, such as \"http://viaf.org/viaf/$1/\", from which \"$1\" can be automatically replaced with the effective property value on items (use in statements on properties)"
793,P1631,China Vitae ID,identifier for a person in the China Vitae database
1201,P1632,Hermann–Mauguin notation,Hermann–Mauguin notation of the mineral's symmetry element (short form)
1202,P1635,religious name,name taken or used as a member of a religious community
794,P1636,date of baptism in early childhood,"date when a person was baptized. For times when only baptism records were available, this can be a good substitute for date of birth."
795,P1637,undercarriage,type of aircraft landing gear the item is equipped with
341,P1638,working title,temporary name of a product or project used during its development
796,P1639,pendant of,"other work in a pair of opposing artworks, such as wedding portraits, commissioned together, but not always"
797,P1640,curator,content specialist responsible for this collection
1203,P1641,port,"default communication endpoint in TCP, UDP, or other network protocol"
798,P1642,acquisition transaction,how the player was aquired; qualifier for P54 (member of sports team)
799,P1643,departure transaction,how the player was released or transferred from the roster; qualifier for P54 (member of sports team)
342,P1644,EgliseInfo ID,identifier
800,P1645,NIST/CODATA ID,identifier for a physical constant
1204,P1646,mandatory qualifier,qualifier(s) that must be associated to statements using this property
1634,P1647,subproperty of,all resources related by this property are also related that property.
1635,P1648,Dictionary of Welsh Biography ID,identifier per the Dictionary of Welsh Biography
1636,P1649,Korean Movie Database ID,"South Korean online database of information related to Korean movies, animation, actors, television shows, production crew personnel and other film-related information."
801,P1650,BBF identifier,"identifier in the archive database of the German \"Research Library for the History of Education\" (personal data of the teachers of Prussia)"
343,P1651,YouTube video identifier,identifier of a notable video on YouTube
344,P1652,referee,referee or umpire of a match
802,P1653,TERYT municipality code,identifier for a municipality per the Główny Urząd Statystyczny in Poland
1205,P1654,wing configuration,configuration of wing(s) used by an aircraft
1637,P1655,station number,station number in subway system
345,P1656,unveiled by,"person who unveils a statue, sculpture, memorial or plaque, etc."
803,P1657,MPAA film rating,US film-rating system
1206,P1658,number of faces,number of faces of a mathematical solid
1638,P1659,see also,used to indicate a property that might provide additional information about the subject
928,P166,award received,"award or recognition received by a person, organisation or creative work"
1639,P1660,has index case,"primary case, patient zero: initial patient in the population of an epidemiological investigation"
346,P1661,Alexa rank,The website's Alexa ranking with P585 as a qualifier for each value. The current value should be marked 'preferred'.
804,P1662,DOI Prefix,"identifier specific to a DOI registrant, AKA DOIP"
1640,P1663,ProCyclingStats ID,identifier on the website ProCyclingStats (www.procyclingstats.com)
1641,P1664,Cycling Database ID,identifier on the website Cycling Database (www.cyclingdatabase.com)
347,P1665,Chess Games ID,identifier on the website Chess Games (www.chessgames.com)
805,P1666,Chess Club ID,identifier on the website Chess Club (www6.chessclub.com)
806,P1667,TGN identifier,identifier in the Getty Thesaurus of Geographic Names
1642,P1668,ATCvet,ATCvet code
807,P1669,CONA  identifier,identifier from Cultural Objects Name Authority
479,P167,structure replaced by,"the item which replaced this building or structure, at the same geographic location"
808,P1670,LAC identifier,identifier for authority control per the Library and Archives Canada
348,P1671,route number,"например, для Германии это номер по каталогу Kursbuchstreckennummer"
1207,P1672,this taxon is source of,"links a taxon to natural products it produces. Note that it does not say \"this taxon is the source of\" or \"this taxon is a source of\" as this may vary. Some products may be yielded by more than one taxon."
809,P1673,general formula,molecular formula of a class of compounds
1208,P1674,number confirmed,qualifier; number of occurrences classified as confirmed for reporting purposes
349,P1675,number probable,qualifier for number of cases; number of occurrences classified as probable for reporting purposes
350,P1676,number suspected,qualifier for number of cases; number of occurrences classified as suspected for reporting purposes
351,P1677,index case of,"primary case, patient zero: initial patient in the population of an epidemiological investigation"
810,P1678,has vertex figure,the figure exposed when a corner of a polytope is sliced off
352,P1679,BBC Your Paintings artwork identifier,identifier for artworks (publicly owned oil paintings in the UK)
1643,P1680,subtitle,"for works, when the title is followed by a subtitle"
1644,P1683,quote,"quote supporting the statement claim (to be used in the \"sources\" field)"
353,P1684,inscription,"inscriptions, markings and signatures on an object"
1209,P1685,Pokémon browser number,a Pokémon identification number
354,P1686,for work,qualifier of award received (P166) to specify the work that an award was given to the creator for
811,P1687,Wikidata property,main Wikidata property for this item
355,P1688,AniDB identifier,identifier on the site http://anidb.net
812,P1689,central government debt as a percent of GDP,Schulden eines Staates im Verhältnis zum Bruttoinlandsprodukt
929,P169,chief executive officer,highest-ranking corporate officer appointed as the CEO within an organization
1645,P1690,ICD-10-PCS,medical classification used for procedural coding
813,P1691,operations and procedures key (OPS),official classification of operational procedures
1210,P1692,ICD-9-CM,identifier in the ICD adaption assigning diagnostic and procedure codes
1211,P1693,Terminologia Embryologica (TE),standardized list of words used in the description of human embryologic and fetal structures
356,P1694,Terminologia Histologica (TH),controlled vocabulary for use in cytology and histology
1212,P1695,NLP identifier,identifier for authority control per the National Library of Poland
357,P1696,inverse of,links a property to its inverse property
814,P1697,total valid votes,vote count for the elections (excluding invalid votes)
358,P1699,SkyscraperPage building id,identifier for a building in the SkyscraperPage database
2,P17,country,sovereign state of this item
1341,P170,creator,maker of a creative work or other object (where no more specific property exists)
359,P1700,SIPA identifier,identifier in the SIPA (Sistema de Informação para o Património Arquitectónico) database of heritage sites in Portugal
1646,P1702,IGESPAR identifier,identifier in the IGESPAR  (Instituto de Gestão do Património Arquitectónico e Arqueológico) database of heritage sites in Portugal
815,P1703,pollination,process that moves pollen from the male anthers of a flower to the female stigma of a flower to accomplish fertilization
360,P1704,pollenizer,source of pollen for an animal
816,P1705,native label,label for the items in their official language (Q23492) or their original language (P364)
361,P1706,together with,qualifier to specify the person or group that this property is shared with
1213,P1707,DAAO identifier,identifier per Design & Art Australia Online
362,P1708,LfDS object ID,identifer for national heritage sites issued by the Landesamt für Denkmalpflege Sachsen
363,P1709,equivalent class,equivalent class in other ontologies (use property URI)
930,P171,parent taxon,parent taxon of the taxon in question
364,P1710,Sächsische Biografie,identifier in a biographical dictionary of people from Saxony
1214,P1711,British Museum person-institution,identifier in the British Museum person-institution thesaurus
1215,P1712,Metacritic ID,identifier in Metacritic
817,P1713,biography at the Bundestag of Germany,link to the biography pages of the German parliament
818,P1714,Journalisted ID,"identifier on Journalisted, an independent, not-for-profit website (by Media Standards Trust) listing the published writing of journalists and politicians"
1216,P1715,RKD/ESD identifier (Slovenia),reference number of intangible cultural heritage of Slovenia (EID)
1217,P1716,brand,brand of a product
1647,P1717,SANDRE ID,identifer of the French national Water Information System
1342,P172,ethnic group,"subject's ethnicity (consensus is that a VERY high standard of proof is needed for this field to be used. In general this means 1) the subject claims it him/herself, or 2) it is widely agreed on by scholars, or 3) is fictional and portrayed as such)."
1218,P1721,pinyin transliteration,hanyu pinyin transliteration of a pinyin text (usually to be used as a qualifier)
1648,P1725,beats per minute,tempo of a musical work
1219,P1726,Florentine musea Inventario 1890  ID,identifier / museum inventory identifier
819,P1727,Flora of North America taxon ID,identifier of a taxon in Flora of North America
1649,P1728,AllMusic artist ID,identifier for an artist in AllMusic database
365,P1729,AllMusic album ID,identifier for an album in AllMusic database
1220,P1730,AllMusic song ID,identifier for a song in AllMusic database
366,P1731,Fach,describes the special ablilites of an operatic singers voice
1221,P1732,Naturbase ID,identifier in the Naturbase database published by the Norwegian Environment Agency
820,P1733,Steam ID,identifier for an application in Steam
1222,P1734,oath of office date,when person swore the oath of office
1650,P1735,Comedien.ch identifier,identifier in Comedien.ch database of actors and commedians
367,P1736,Information Center for Israeli Art artist identifier,identifier for an artist found in the Information Center for Israeli Art
1223,P1738,Merck Index monograph,URL stem of page in The Merck Index Online
1651,P1739,CiNii book identifer,"identifier for books, in the Japanese CiNii bibliography."
821,P1740,category for films shot at this location,the object is a category for films shot at/in the subject
1652,P1741,GTAA id,"Thesaurus used in audiovisual archives (NISV, EYE)"
1224,P1743,Bradley and Fletcher checklist number,reference for a species in the Bradley and Fletcher checklist of British lepidoptera
822,P1744,Agassiz et al checklist number,"Reference for a species in the 2013 checklist of over 2,700 species British lepidoptera"
1653,P1745,VASCAN ID,identifier in the Database of Vascular Plants of Canada
1225,P1746,ZooBank nomenclatural act,identifier for nomenclatural act at ZooBank
1226,P1747,Flora of China ID,identifier of a taxon in Flora of the People's Republic of China
1227,P1748,NCI Thesaurus ID,"identifier in the United States National Cancer Institute Thesaurus, vocabulary for clinical care, translational and basic research, etc"
368,P1749,Parlement & Politiek ID,"entry of described object on Parlement & Politiek, website describing Dutch politic"
931,P175,performer,"musician, music group, or other performer associated with this work"
1228,P1750,name day,"day of the year associated with a first/given name. A qualifier should be used to identify the calendar that is being used. Distinguish from \"feast day\" (P:P841)"
369,P1751,BBC Your Paintings collection identifier,"identifier for art collections, in the UK"
370,P1752,scale,"Proportional ratio of a linear dimension of a model, map, etc,  to the same feature of the original - 1:n. Use 1 for lifesize, positive numbers for smaller than lifesize, negative numbers for larger"
371,P1753,list related to category,Wikimedia list equivalent to a Wikimedia category
1654,P1754,category related to list,Wikimedia category equivalent to a Wikimedia list
372,P1755,Aviation Safety Network accident description ID,identifier for an accident description per the Aviation Safety Network's database
480,P176,manufacturer,main manufacturer of this product (excluding sub-contracted manufacturers)
823,P1760,Aviation Safety Network Wikibase Occurrence,identifier for an item in the Aviation Safety Network's database
824,P1761,Watson & Dallwitz family ID,familyID in Watson & Dallwitz: The families of flowering plants
373,P1762,Hornbostel-Sachs classification,Hornbostel-Sachs classification of a musical instrument
374,P1763,National Pipe Organ Register identifier,identifier in the (United Kingdom) National Pipe Organ Register
825,P1764,Flemish organization for Immovable Heritage relict ID,"identifier for a \"relict\" in the database of the Flemish organization for Immovable Heritage"
826,P1766,place name sign,image of road sign with place name on it
1229,P1769,denkXweb identifier,identifier in the  online database for cultural heritage monuments in the German state of Hesse
481,P177,crosses,"obstacle (body of water, road, ...) which this bridge crosses over or this tunnel goes under"
1230,P1770,Romania LMI code,identifier in 'Liste de monumente istorice din România' (Romanian heritage sites)
375,P1771,Integrated Postsecondary Education Data System identifier,identifier for colleges and universities in the United States
1655,P1772,USDA PLANTS ID,identifier in the United States Department of Agriculture PLANTS Database
827,P1773,attributed to,uncertain but likely creator of an artwork
376,P1774,workshop of,artist whose work group are the likely creator of an artwork
1231,P1775,follower of,for unknown artists who work in the manner of the named artist
828,P1776,circle of,"for unknown artists who lived in the same time as the named author in a similar style, possibly a follower or someone who had contact with the named artist"
377,P1777,manner of,"for unknown artists who worked in a similar style as the named author, but not necessary from the same period"
378,P1778,forgery after,for an artwork trying to appear to be the work of the named author
379,P1779,possible creator,for a creative work with considerable uncertainty about the author
932,P178,developer,organisation or person that developed this item
1232,P1780,school of,"for a creative work with author with a style influenced by the known author or circle, active in the same period, but a student or follower"
1233,P1782,courtesy name,"name bestowed upon a person at adulthood in addition to one's given name, mostly in East Asia"
829,P1785,temple name,name bestowed to a monarch after death (East Asia)
380,P1786,posthumous name,name given to a person after death (East Asia)
381,P1787,art-name,type of pseudonym traditionnally adopted by writers and artists in East Asia
1656,P1788,DVN identifier,"identifier in the Dutch Digitaal Vrouwenlexicon van Nederland (Online Dictionary of Dutch Women), a biography portal of prominent women in Dutch history."
1234,P1789,chief operating officer,the chief operating officer of an organization
1343,P179,series,"the subject is part of a series, whose sum constitutes the object"
1235,P1790,BioStor author identifier,identifier for an author in the BioStor database and archive of journal articles
1236,P1791,category of people buried here,Wikimedia category for people with a burial site within this area
1237,P1792,category of associated people,Wikimedia category for people associated with this place
1238,P1793,format as a regular expression,regex describing an identifier or a Wikidata property
1239,P1794,bureau du patrimoine de Seine-Saint-Denis ID,identifier in the atlas-patrimoine93.fr website
382,P1795,Smithsonian American Art Museum: person/institution thesaurus id,"identifier for a person or institution, in the Smithsonian American Art Museum: person/institution thesaurus"
830,P1796,International Standard Industrial Classification code,code of industry by ISIC (International Standard Industrial Classification of All Economic Activities)
831,P1798,ISO 639-5 code,identifier for a language family per ISO 639-5
1657,P1799,Maltese Islands National Inventory of Cultural Property identifier,identifier in the National Inventory of Cultural Property of the Maltese Islands
1311,P18,image,"image of relevant illustration of the subject; if available, use more specific properties (sample: coat of arms image, locator map, flag image, signature image, logo image)"
17,P180,depicts,depicted entity (see also P921: subject heading)
383,P1800,Wikimedia database name,identifier for a Wikimedia project database
1240,P1801,commemorative plaque image,"image of plaque or inscription commemorating or mentioning the subject. For graves, use grave picture (P1442)"
1241,P1802,EMLO person identifier,identifier in the Early Modern Letters Online project run by the Bodleian Library
1242,P1803,Masaryk University person ID,"identifer for a person affiliated with Masaryk University (staff, alumnus, student…)"
384,P1804,Danish National Filmography ID,identifier for a film in the Danish National Filmography
1243,P1805,World Health Organisation International Nonproprietary Name,identifier for a drug
385,P1806,ABoK number,identifier for a knot in the Ashley Book of Knots
832,P1807,Great Aragonese Encyclopedia ID,"identifier in the Spanish language, Aragon-themed, Great Aragonese Encyclopedia (GEA)"
833,P1808,senat.fr ID,identifier on the website of the French senate
834,P1809,choreographer,person(s) who did the choreography
18,P181,taxon range map image,range map of a taxon
1658,P1810,named as,credit name for an individual that participated in the production of the product
386,P1811,list of episodes,link to the article with the list of episodes for this series
835,P1813,short name,"short name of a place, organisation, person etc."
1244,P1814,name in kana,the reading of a Japanese name in kana
1659,P1815,RSL scanned book's identifier,identifier of the Russian State Library
387,P1816,National Portrait Gallery (London) person identifier,"identifier for sitters and artists represented in the National Portrait Gallery, London"
388,P1817,addressee,person or organization to whom a letter or note is addressed
836,P1818,KH,identifier in the personnel database of the courtiers of the Austrian Habsburg imperial line and the branch lines
389,P1819,genealogics.org person ID,identifier for a person at genealogics.org
390,P1820,Open Food Facts food additive slug,represents a food additive on Open Food Facts
391,P1821,Open Food Facts food category slug,represents a food category on Open Food Facts
1660,P1822,DSH object ID,"identifier for cultural monuments in Hamburg, Germany"
837,P1823,BAnQ ID,identifier for a work in the collection of Bibliothèque et Archives nationales du Québec
1661,P1824,road number,number assigned to a stretch of public roadway
392,P1825,Baseball-Reference.com major league player ID,identifier for a Major League Baseball player assigned by Baseball-Reference.com
1662,P1826,Baseball-Reference.com minor league player ID,identifier for a Minor League Baseball player assigned by Baseball-Reference.com
838,P1827,ISWC,"identifier for musical works, adopted as international standard ISO 15707"
1245,P1828,IPI number,"identifier for composer, author and other relevant parties"
839,P1829,Roud Folk Song Index,"identifier in a database of nearly 200,000 references to nearly 25,000 songs"
933,P183,endemic to,sole location or habitat type where the taxon lives
1663,P1830,owner of,entities owned by the subject
1246,P1831,electorate,number of registered voters for the place
1247,P1832,GrassBase ID,identifier in GrassBase - The Online World Grass Flora
840,P1833,number of registered users/contributors,number of registered users on a website
841,P1836,draft pick number,overall pick number with which a player is selected in a sports draft
1248,P1837,Gaoloumi ID,identifier for a building in the Gaoloumi database
393,P1838,PSS-archi ID,identifier for a building in the PSS-archi database
1249,P1839,US Federal Election Commission identifier,"identifier assigned by the US Federal Election Commission for federal candidates, parties, and other committees"
1344,P184,doctoral advisor,person who supervised the doctorate or PhD thesis of the subject
1664,P1840,investigated by,person or organization involved in investigation of the item
1250,P1841,Swedish district code,identifier for Swedish districts from 2016
1251,P1842,Global Anabaptist Mennonite Encyclopedia Online identifier,Authority control identifier for Global Anabaptist Mennonite Encyclopedia Online
1252,P1843,taxon common name,common or vernacular name of a living thing
1665,P1844,HathiTrust id,identifier from the HathiTrust Digital Library
842,P1845,anti-virus alias,alias issued by anti-virus companies to classify malware
394,P1846,distribution map,"distribution of item on a mapped area (for  range map of taxa, use (P181).)"
843,P1847,Nasjonalbiblioteket photographer ID,Identifier used by the Nasjonalbiblioteket (Norwegian National Library) for photographers
395,P1848,INPN Code,identifier from the Inventaire national du patrimoine naturel.
1253,P1849,SSR WrittenForm ID,"identifier for the written form a place name, as used by Sentralt Stedsnavnregister in Norway"
1345,P185,doctoral student,doctoral student(s) of a professor
396,P1850,SSR Name ID,"identifier for a place, used by  Sentralt Stedsnavnregister in Norway for the purpose of giving that place an official name."
1666,P1851,input set,a superset of the domain of a function or relation
844,P1852,Perry Index,The item's value on the Perry Index primarily for fables attributed to Aesop
845,P1853,blood type,blood type of the (human or animal) item
846,P1854,Kiev street code,identifier for a street of Kiev
847,P1855,Wikidata property example,example of a Wikidata item that uses this property
1254,P1856,Wikidata example media file,esempiu di nu valuri di file multimidiali ca si po' assignari a' sta prupietà pi' stu suggettu
